Measured  $V_A$,Calculated  $V_A$, $V_A$ \% Error, Measured  $\lambda$,Calculated  $\lambda$, $\lambda$ \% Error
61.1921542497,50,-22.3843084994,0.0163419643,0.02,18.2901785154
