Measured  $V_A$,Calculated  $V_A$, $V_A$ \% Error, Measured  $\lambda$,Calculated  $\lambda$, $\lambda$ \% Error
51.3807858401,20,-156.9039292004,0.0194625283,0.05,61.0749433412
