,$\sqrt{2\phi_f+|V_{SB}|}+\sqrt{2\phi_f}$,NMOS $V_t$,PMOS $V_t$
,1.54919333848297,0.523763956863517,0.594728889277319
,2.38704821890119,1.1277189810998,1.00400855423304
,3.14102858248133,1.87901066362882,1.36236014549048
